x,y,z,pressure
0.0016070943331335,0.0016497570171375,-6.422222222222223e-05,37.23227173661985
0.0015670943331335,0.0016337570171375,-6.322222222222223e-05,42.17116419421971
0.0015310943331335,0.0018437570171375,-6.222222222222222e-05,10.507367510182666
0.0012900943331335,0.0019737570171375,-6.222222222222222e-05,10.676949034624474
0.0018730943331335,0.0015617570171375,-6.122222222222222e-05,10.0
0.0015150943331335,0.0018677570171375,-6.122222222222222e-05,10.527912405798824
0.0013110943331335,0.0019957570171375,-6.122222222222222e-05,10.655955550259865
0.0011360943331335,0.0020977570171375,-6.122222222222222e-05,27.334755396239096
0.0018510943331335,0.0015887570171375,-6.022222222222223e-05,10.045391174478933
0.0015980943331335,0.0017027570171375,-6.022222222222223e-05,28.704931380057012
0.0014990943331335,0.0018727570171375,-6.022222222222223e-05,10.53960029731072
0.0014620943331335,0.0016537570171375,-5.922222222222223e-05,11.599763087407606
0.0012440943331335,0.0019657570171375,-5.922222222222223e-05,11.406913396260432
0.0016240943331335,0.0017287570171375,-5.8222222222222224e-05,28.08663555041162
0.0016370943331335,0.0017857570171375,-5.8222222222222224e-05,10.405003399904649
0.0012260943331335,0.0019717570171375,-5.8222222222222224e-05,11.499212409624331
0.0012260943331335,0.0020417570171375,-5.8222222222222224e-05,13.03781338074556
0.0011180943331335,0.0020497570171375,-5.722222222222223e-05,39.311004678817746
0.0012280943331335,0.0019987570171375,-5.622222222222222e-05,11.783240206910321
0.0012170943331335,0.0020347570171375,-5.622222222222222e-05,13.170057341221778
0.0012030943331335,0.0019627570171375,-5.422222222222223e-05,11.694992559241344
0.0010240943331335,0.0020007570171375,-5.422222222222223e-05,21.052632787455032
0.0010260943331335,0.0020887570171375,-5.422222222222223e-05,19.81585729741953
0.0013600943331335,0.0019727570171375,-5.322222222222223e-05,10.634475216773653
0.0012940943331335,0.0020157570171375,-5.322222222222223e-05,10.67468713770618
0.0015500943331335,0.0015567570171375,-5.222222222222223e-05,32.80854513465287
0.0015640943331335,0.0016957570171375,-5.222222222222223e-05,25.96663354109289
0.0014980943331335,0.0017207570171375,-5.222222222222223e-05,13.67520308998238
0.0015330943331335,0.0017897570171375,-5.222222222222223e-05,18.09377906050538
0.0015700943331335,0.0016927570171375,-5.1222222222222223e-05,26.49222717350943
0.0015510943331335,0.0017057570171375,-5.1222222222222223e-05,23.420629488403417
0.0015310943331335,0.0018227570171375,-5.022222222222223e-05,19.2355979265695
0.0015340943331335,0.0020447570171375,-5.022222222222223e-05,47.955336999204604
0.0010490943331335,0.0020677570171375,-5.022222222222223e-05,21.860008952439344
0.0010180943331335,0.0020887570171375,-5.022222222222223e-05,19.663391180663893
0.0011080943331335,0.0019647570171375,-4.922222222222223e-05,47.905041630578225
0.0009860943331335,0.0020407570171375,-4.822222222222223e-05,17.832486737282597
0.0009830943331335,0.0021417570171375,-4.822222222222223e-05,13.849837134686974
0.0014480943331335,0.0016277570171375,-4.722222222222223e-05,10.800074977539584
